0.1,13.584239099136212,2.732477267799928e-8,5.1637913377772525e-6,-9.6885521158067e-7
0.15000000000000002,12.991680152949305,2.73124053887517e-8,5.162235831018241e-6,-9.68415178516105e-7
0.2,12.403397201797091,2.7300045535107645e-8,5.1606810232982275e-6,-9.679754111905497e-7
0.25,11.820838341717737,2.7287693112314998e-8,5.159126914200898e-6,-9.67535909403744e-7
0.30000000000000004,11.245435046415768,2.7275348114347118e-8,5.157573503309795e-6,-9.67096672954998e-7
0.35,10.678598386770084,2.7263010535727505e-8,5.156020790208812e-6,-9.666577016461423e-7
0.4,10.121715309596874,2.725068037076295e-8,5.154468774483289e-6,-9.66218995273216e-7
0.45000000000000007,9.576145000174895,2.723835761417344e-8,5.152917455716777e-6,-9.657805536439468e-7
0.5,9.043215360259468,2.7226042260321023e-8,5.151366833494386e-6,-9.653423765576984e-7
0.55,8.52421964330024,2.721373430322481e-8,5.149816907402166e-6,-9.649044638086357e-7
0.6,8.020413302174477,2.7201433738328017e-8,5.148267677025347e-6,-9.6446681520293e-7
0.65,7.53301112288822,2.71891405593211e-8,5.146719141949862e-6,-9.640294305416075e-7
0.7000000000000001,7.063184741282647,2.71768547612757e-8,5.145171301761758e-6,-9.63592309632555e-7
0.75,6.612060669380558,2.7164576338073027e-8,5.143624156047899e-6,-9.631554522665066e-7
0.8,6.18071899326868,2.7152305284200043e-8,5.1420777043947985e-6,-9.627188582496339e-7
0.85,5.770192943021928,2.714004159417802e-8,5.1405319463896925e-6,-9.622825273880602e-7
0.9,5.38146957111126,2.7127785263259697e-8,5.1389868816205435e-6,-9.618464594743803e-7
0.9500000000000001,5.015491796599787,2.7115536285136112e-8,5.137442509674517e-6,-9.614106543214817e-7
1.,4.673162055830382,2.710329465464937e-8,5.135898830139851e-6,-9.609751117270082e-7
1.05,4.3553477098787114,2.7091060365974164e-8,5.1343558426049256e-6,-9.605398314954161e-7
1.1,4.062888142171556,2.7078833414268595e-8,5.132813546658355e-6,-9.601048134294465e-7
1.1500000000000001,3.796603071733429,2.7066613793448057e-8,5.1312719418889815e-6,-9.596700573318406e-7
1.2000000000000002,3.5573009515288865,2.7054401498423016e-8,5.129731027886702e-6,-9.592355630087702e-7
1.2500000000000002,3.3457854150017017,2.7042196522993017e-8,5.128190804240262e-6,-9.588013302526748e-7
1.3000000000000003,3.162856711872742,2.702999886300306e-8,5.126651270540289e-6,-9.583673588817585e-7
1.35,3.009304309007963,2.7017808511763217e-8,5.125112426376418e-6,-9.57933648690168e-7
1.4000000000000001,2.8858869788961585,2.7005625464684416e-8,5.12357427133942e-6,-9.575001994875042e-7
1.4500000000000002,2.7932985370196315,2.699344971545032e-8,5.1220368050200965e-6,-9.570670110756546e-7
1.5000000000000002,2.7321213228270396,2.698128125941261e-8,5.120500027009436e-6,-9.566340832590753e-7
1.5500000000000003,2.7027748277674832,2.6969120090628744e-8,5.118963936898898e-6,-9.562014158414724e-7
1.6,2.7054713233390797,2.6956966204491396e-8,5.117428534280155e-6,-9.557690086291247e-7
1.6500000000000001,2.7401909885532123,2.6944819593797518e-8,5.115893818745187e-6,-9.553368614263813e-7
1.7000000000000002,2.806684302061488,2.693268025517632e-8,5.114359789886322e-6,-9.549049740397358e-7
1.7500000000000002,2.9045009303855047,2.692054818221743e-8,5.1128264472962145e-6,-9.544733462715005e-7
1.8000000000000003,3.0330361989029107,2.6908423369156964e-8,5.111293790567733e-6,-9.540419779278469e-7
1.85,3.191582387748963,2.6896305811259463e-8,5.109761819293978e-6,-9.536108688166623e-7
1.9000000000000001,3.3793735581930657,2.6884195502436526e-8,5.10823053306875e-6,-9.531800187449757e-7
1.9500000000000002,3.595617416636517,2.6872092438531347e-8,5.106699931485381e-6,-9.527494275112402e-7
